BATCH-R3-1141,AFY_BATCH_PRODUCTION_20260821_R3,1557,'35045,New Mexico,San Juan,120340,Nightlight Electric Company,ChIJ7Xc_ZY-FO4cRO1BNU5FwPPc,,7,60,Farmington,"515 E Animas St, Farmington, NM 87401",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1142,AFY_BATCH_PRODUCTION_20260821_R3,2516,'53015,Washington,Cowlitz,114885,"North Ridge Electric, LLC",ChIJi22KSvTlzI0RXdHKC4ZR5_k,,7,60,Castle Rock,"6610 Westside Hwy, Castle Rock, WA 98611",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1143,AFY_BATCH_PRODUCTION_20260821_R3,2610,'55035,Wisconsin,Eau Claire,109033,Lew Electric,ChIJBc_yUGk7s1IRGUs09-lSO8Y,,7,60,Eau Claire,"2779 Gregerson Dr, Eau Claire, WI 54703",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1144,AFY_BATCH_PRODUCTION_20260821_R3,1690,'38015,North Dakota,Burleigh,103251,Stumpf Electric Inc,ChIJKx-MmIKc11IRHvgPsTfwXPo,,7,60,Bismarck,"4730 Earhart Ln, Bismarck, ND 58504",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1145,AFY_BATCH_PRODUCTION_20260821_R3,717,'19169,Iowa,Story,101291,NAI Electrical Contractors,ChIJjajxpwpw7ocRP2-WhWZ66Fo,,7,56,Ames,"2730 Ford St, Ames, IA 50010",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1146,AFY_BATCH_PRODUCTION_20260821_R3,1060,'26055,Michigan,Grand Traverse,96729,Elite Electric,ChIJy-XtP4kWzAERwQkd6kjgZPY,,7,60,Kingsley,"9854 Walton Pines Dr, Kingsley, MI 49649",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1147,AFY_BATCH_PRODUCTION_20260821_R3,1528,'33009,New Hampshire,Grafton,93225,Hatch Family Electric LLC,ChIJ-zTQaoqNtEwRgucUfkuaO3E,,7,60,Haverhill,"116 Brown Hill Rd, North Haverhill, NH 03774",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1148,AFY_BATCH_PRODUCTION_20260821_R3,1899,'41059,Oregon,Umatilla,81119,Shelco Electric Inc,ChIJ5R6OgxK5olQRh_OljcBerD8,,7,60,Hermiston,"860 W Elm Ave #101, Hermiston, OR 97838",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1149,AFY_BATCH_PRODUCTION_20260821_R3,2670,'56025,Wyoming,Natrona,80526,Envision Electric Inc.,ChIJN5NMkeKFYIcR7KLDYm66Q1k,,7,60,Casper,"551 Durango Ct, Casper, WY 82609",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1150,AFY_BATCH_PRODUCTION_20260821_R3,1526,'33005,New Hampshire,Cheshire,78269,Noyes Electric,ChIJiU80wJwP4YkRmPtASI9a3jg,,7,60,Chesterfield,"144 Twin Brook Rd, Chesterfield, NH 03443",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
