BATCH-R3-1381,AFY_BATCH_PRODUCTION_20260821_R3,2660,'56005,Wyoming,Campbell,48145,Bear Lodge Electric LLC,ChIJD3IOdQZ71S8RqLdCOtbHseI,,2,60,Gillette,"406 Elon Ave, Gillette, WY 82716",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1382,AFY_BATCH_PRODUCTION_20260821_R3,1540,'35009,New Mexico,Curry,46655,Lectra Tech LLC,ChIJO5PbIiDnAocRTr2IIhuEBy4,,2,42,Clovis,"5820 Mabry Dr, Clovis, NM 88101",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1383,AFY_BATCH_PRODUCTION_20260821_R3,480,'17029,Illinois,Coles,46607,Dwayne Quast Electric,ChIJGyH569IRc4gRr1ZWUPEthNA,,2,47,Mattoon,"900 Prairie Ave, Mattoon, IL 61938",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1384,AFY_BATCH_PRODUCTION_20260821_R3,2376,'49047,Utah,Uintah,38278,Hank's Electric,ChIJX5Rvb6tjRYcRej80dtdvk1I,,2,31,Vernal,"1020 S 500 E, Vernal, UT 84078",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1385,AFY_BATCH_PRODUCTION_20260821_R3,1445,'31053,Nebraska,Dodge,38057,T & T Electric,ChIJs0445_ldkYcROCZbYP3ZL80,,2,60,Fremont,"1722 E 29th St, Fremont, NE 68025",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1386,AFY_BATCH_PRODUCTION_20260821_R3,1487,'31141,Nebraska,Platte,35649,McPhillips Electric LLC,ChIJEYSJjdLskIcRJayI7YWLYqk,,2,60,Columbus,"23817 242nd Ave, Columbus, NE 68601",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1387,AFY_BATCH_PRODUCTION_20260821_R3,1726,'38089,North Dakota,Stark,34013,Feininger Electric Works,ChIJA7OGxhEYJlMRnpAP82xNWIM,,2,39,Dickinson,"427 1st St SW, Dickinson, ND 58601",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1388,AFY_BATCH_PRODUCTION_20260821_R3,1958,'45023,South Carolina,Chester,33001,Carolina Electrical Resources,ChIJfeC-c-lpVogRu1kd1zAkvxI,,2,60,Chester,"1467 Great Falls Hwy, Chester, SC 29706",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1389,AFY_BATCH_PRODUCTION_20260821_R3,1419,'31001,Nebraska,Adams,31071,Smitty's Electric,ChIJ28snhPajmYcRDIe-cnHrkjM,,2,32,Hastings,"730 S Pine Ave, Hastings, NE 68901",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-1390,AFY_BATCH_PRODUCTION_20260821_R3,757,'20051,Kansas,Ellis,29075,Kollman Electric LLC,ChIJz0iTdfPTN4ERm9NdtItdtmk,,2,45,Hays,"233 E 8th St, Hays, KS 67601",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
