BATCH-R3-0901,AFY_BATCH_PRODUCTION_20260821_R3,1883,'41019,Oregon,Douglas,111951,Dialed In Electric Inc.,ChIJfwMvnA8IwGIRslQHmjU56t8,,15,60,Roseburg,"2819 Cleveland Hill Rd, Roseburg, OR 97471",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0902,AFY_BATCH_PRODUCTION_20260821_R3,2375,'49045,Utah,Tooele,87461,Rg Electric,ChIJo8oHJaTBUocRZkAnD8JRqlk,,15,60,Tooele,"8138 Lakeshore Dr, Tooele, UT 84074",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0903,AFY_BATCH_PRODUCTION_20260821_R3,1370,'30013,Montana,Cascade,85029,United Electric,ChIJ-51TLOVHQlMRhBNPaTstsGg,,15,60,Great Falls,"2127 Vaughn Rd, Great Falls, MT 59404",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0904,AFY_BATCH_PRODUCTION_20260821_R3,2670,'56025,Wyoming,Natrona,80526,City Service Electric Co,ChIJyT0fmYe8YIcRZgFR-TO4KeA,,15,60,Casper,"1919 E Yellowstone Hwy, Casper, WY 82601",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0905,AFY_BATCH_PRODUCTION_20260821_R3,1526,'33005,New Hampshire,Cheshire,78269,GM Electric LLC,ChIJzdtASYVz4YkRjXQYesidnY4,,15,60,Swanzey,"45 Eaton Rd, Swanzey, NH 03446",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0906,AFY_BATCH_PRODUCTION_20260821_R3,1547,'35025,New Mexico,Lea,74749,Haarmeyer Electric,ChIJ-QX-lWLa_IYRGkphvKet89c,,15,60,Lovington,"310 E Ave D, Lovington, NM 88260",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0907,AFY_BATCH_PRODUCTION_20260821_R3,2364,'49021,Utah,Iron,67141,Bradshaw Electric LLC.,ChIJ3xcQAo5htYAR0xz-39_eako,,15,60,Cedar City,"719 N 800 W, Cedar City, UT 84721",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0908,AFY_BATCH_PRODUCTION_20260821_R3,1679,'37193,North Carolina,Wilkes,66233,Clark & Sons Electric,ChIJl4WZ9CRzUYgRj5bvenDYg7Q,,15,60,North Wilkesboro,"911 D St, North Wilkesboro, NC 28659",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0909,AFY_BATCH_PRODUCTION_20260821_R3,1909,'42015,Pennsylvania,Bradford,59600,Mountain Lake Electric and Construction,ChIJ1fD4CJeq2okRdmjCjGCBPA0,,15,60,Towanda,"1129A Burlington Turnpike, Towanda, PA 18848",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0910,AFY_BATCH_PRODUCTION_20260821_R3,2421,'51067,Virginia,Franklin,55526,Keenan Electric,ChIJk_-Z8CJwTYgRrYtqzycuI-g,,15,60,Rocky Mount,"178 Teel Brooke Rd, Rocky Mount, VA 24151",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0911,AFY_BATCH_PRODUCTION_20260821_R3,553,'17195,Illinois,Whiteside,54121,A & D Electric,ChIJLb63RUXWCYgRohBbrhMuoiU,,15,60,Morrison,"520 W Main St, Morrison, IL 61270",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0912,AFY_BATCH_PRODUCTION_20260821_R3,1958,'45023,South Carolina,Chester,33001,Tradesman Electric,ChIJO8B1PT-XiU4Rr_Pbclp1xfw,,15,60,Edgemoor,"4365 Wylies Mill Rd, Edgemoor, SC 29712",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0913,AFY_BATCH_PRODUCTION_20260821_R3,2381,'50005,Vermont,Caledonia,30414,High Arc Electric,ChIJu6Mo_W4SlYQRzE9XurzfX80,,15,60,Waterford,"1442 Higgins Hill Rd, Waterford, VT 05819",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0914,AFY_BATCH_PRODUCTION_20260821_R3,757,'20051,Kansas,Ellis,29075,A M Electric LLC,ChIJcQMmG999oYcRB2nsCmiC9ws,,15,45,Victoria,"2150 Victoria Rd, Victoria, KS 67671",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0915,AFY_BATCH_PRODUCTION_20260821_R3,456,'16067,Idaho,Minidoka,22911,AG Electric LLC.,ChIJrcZppFM3q1QRl9TMhdlsayo,,15,40,Paul,"685 W 100 S, Paul, ID 83347",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0916,AFY_BATCH_PRODUCTION_20260821_R3,1144,'27091,Minnesota,Martin,19440,K & W Electric Inc,ChIJmTRWhUt884cRdp-mrQGVMDs,,15,60,Fairmont,"800 S Armstrong Dr, Fairmont, MN 56031",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0917,AFY_BATCH_PRODUCTION_20260821_R3,9002,'02090,Alaska,Fairbanks North Star,0,B & B Electric,ChIJtQXq7GZFMlERnX3am_GuV20,,15,17,Fairbanks,"2308 Standard Ave, Fairbanks, AK 99701",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
