BATCH-R3-0201,AFY_BATCH_PRODUCTION_20260821_R3,1690,'38015,North Dakota,Burleigh,103251,Skeels Electric Co,ChIJ2xAzaueC11IRFY-k7PZ0D0o,,47,60,Bismarck,"217 N 23rd St, Bismarck, ND 58501",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0202,AFY_BATCH_PRODUCTION_20260821_R3,330,'13115,Georgia,Floyd,101378,Pledger Electric,ChIJyTTFTZGkiogRtBLJRzk0VZ0,,47,60,Rome,"604 W 11th St, Rome, GA 30165",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0203,AFY_BATCH_PRODUCTION_20260821_R3,1060,'26055,Michigan,Grand Traverse,96729,TNT Electrical Systems,ChIJX0aUvi7NH4gRr0-w3bS7rxI,,47,60,Traverse City,"1704 Keane Dr, Traverse City, MI 49696",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0204,AFY_BATCH_PRODUCTION_20260821_R3,1370,'30013,Montana,Cascade,85029,Gaelectric LLC,ChIJjWjA3-w3QlMRVrAIe_0QbBQ,,47,60,Great Falls,"600 Central Ave, Great Falls, MT 59401",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0205,AFY_BATCH_PRODUCTION_20260821_R3,2670,'56025,Wyoming,Natrona,80526,Rexel,ChIJBYt75tWiYIcRtJ7cFyFqrII,,47,60,Casper,"1021 English Ave, Casper, WY 82601",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0206,AFY_BATCH_PRODUCTION_20260821_R3,2514,'53009,Washington,Clallam,78202,BOTERO & Son Electrical,ChIJAQAAAADLj1QRaSoueNJtxBo,,47,60,Port Angeles,"Port Angeles, WA 98362",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0207,AFY_BATCH_PRODUCTION_20260821_R3,1547,'35025,New Mexico,Lea,74749,Jim's Electrical Heating & Air,ChIJySGunufq_IYRkzoX_VzhTPk,,47,60,Hobbs,"120 W Martin St, Hobbs, NM 88242",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0208,AFY_BATCH_PRODUCTION_20260821_R3,2364,'49021,Utah,Iron,67141,K V Electric,ChIJcZMxL2VhtYARhgZoUr0Tf1g,,47,60,Cedar City,"1144 N Airport Rd, Cedar City, UT 84721",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0209,AFY_BATCH_PRODUCTION_20260821_R3,212,'08045,Colorado,Garfield,63474,American Electric Service,ChIJC5BjWDgTQYcRJaJAHicozGU,,47,60,New Castle,"191 N 4th St, New Castle, CO 81647",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0210,AFY_BATCH_PRODUCTION_20260821_R3,1824,'40047,Oklahoma,Garfield,61779,M & M Electric Co,ChIJkas74XkzrocRAchpASQDbvk,,47,60,Drummond,"Drummond, OK 73735",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0211,AFY_BATCH_PRODUCTION_20260821_R3,1677,'37189,North Carolina,Watauga,54786,Quinco Electrical,ChIJjZ7_txP6UIgRIEVGb4dOgK0,,47,60,Boone,"644 Howard St, Boone, NC 28607",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0212,AFY_BATCH_PRODUCTION_20260821_R3,1510,'32005,Nevada,Douglas,50111,A&D Electrical Contractors LLC,ChIJVVURE4yWmYARFs6kTwUpAQA,,47,60,Gardnerville,"221 Jobe Ct, Gardnerville, NV 89460",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0213,AFY_BATCH_PRODUCTION_20260821_R3,1404,'30081,Montana,Ravalli,48582,Snow Mountain Electrical,ChIJd9u7OryeXlMR5knrYlg-e2I,,47,53,Stevensville,"3039 Redjou Ln, Stevensville, MT 59870",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0214,AFY_BATCH_PRODUCTION_20260821_R3,465,'16085,Idaho,Valley,12831,I/ON Electric,ChIJ202QdYVnplQRte0ofChm-qk,,47,60,McCall,"13975 ID-55, McCall, ID 83638",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0215,AFY_BATCH_PRODUCTION_20260821_R3,9012,'10005,Delaware,Sussex,0,"F.H. Furr Plumbing, Heating, Air Conditioning & Electrical",ChIJh9OUMg_BuIkRaw8_7MJhFE4,,47,60,Georgetown,"22965 Lewes Georgetown Hwy, Georgetown, DE 19947",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0216,AFY_BATCH_PRODUCTION_20260821_R3,1031,'25003,Massachusetts,Berkshire,128224,Crosier Electric Inc,ChIJ1wGlZfBL54kRxw4SESBfloY,,46,60,Dalton,"385 Main St, Dalton, MA 01226",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0217,AFY_BATCH_PRODUCTION_20260821_R3,1788,'39139,Ohio,Richland,124893,Knapp Electric,ChIJQ_6jhp6VOYgRQ7WUH99DWK8,,46,60,Mansfield,"791 Wiles Rd, Mansfield, OH 44903",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0218,AFY_BATCH_PRODUCTION_20260821_R3,2610,'55035,Wisconsin,Eau Claire,109033,Hurlburt Heating & Plumbing,ChIJy91G0ImX-IcRaRaYwk5oSKU,,46,60,Eau Claire,"2524 Alpine Rd #A, Eau Claire, WI 54703",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
