BATCH-R3-0521,AFY_BATCH_PRODUCTION_20260821_R3,1269,'29027,Missouri,Callaway,45765,T K's Electric & Maintenance,ChIJs8pPStNd3IcR1xoB-YC6WsA,,31,60,Auxvasse,"1171 County Rd 1067, Auxvasse, MO 65231",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0522,AFY_BATCH_PRODUCTION_20260821_R3,757,'20051,Kansas,Ellis,29075,Reliable Electric,ChIJdeSDM6l5oYcRVqGtFcGIFU8,,31,45,Hays,"303 W 40th St, Hays, KS 67601",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0523,AFY_BATCH_PRODUCTION_20260821_R3,456,'16067,Idaho,Minidoka,22911,J&L Electric,ChIJO7-fUlA2q1QRRCi9DyT8RKQ,,31,40,Burley,"437 E 5th St N, Burley, ID 83318",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0524,AFY_BATCH_PRODUCTION_20260821_R3,1384,'30041,Montana,Hill,16167,Red Rock Power,ChIJX-GprGezalMRCuSLHb6wiYY,,31,44,Havre,"48 2nd Ave Ste 205, Havre, MT 59501",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0525,AFY_BATCH_PRODUCTION_20260821_R3,9043,'25027,Massachusetts,Worcester,0,Bradley Cook Electrician LLC,ChIJJRcbcsxfC2QRYdP2swn4jGU,,31,60,Spencer,"175 Northwest Road, Spencer, MA 01562",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0526,AFY_BATCH_PRODUCTION_20260821_R3,1534,'34037,New Jersey,Sussex,148063,"1st Choice Electric, LLC",ChIJtSaMjkQbw4kRUL3Gfv_R6sA,,30,60,Sparta,"12 Catalina Dr, Sparta, NJ 07871",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0527,AFY_BATCH_PRODUCTION_20260821_R3,1031,'25003,Massachusetts,Berkshire,128224,Rickert Electric Inc,ChIJ4_V1ECO64IkRTga7We-iVb8,,30,60,Williamstown,"265 Cole Ave, Williamstown, MA 01267",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0528,AFY_BATCH_PRODUCTION_20260821_R3,1788,'39139,Ohio,Richland,124893,Sauder Electric,ChIJXStPMpvCOYgRPzM23TTagNM,,30,60,Mansfield,"689 Koogle Rd, Mansfield, OH 44903",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0529,AFY_BATCH_PRODUCTION_20260821_R3,2516,'53015,Washington,Cowlitz,114885,Nelson Electric Services,ChIJDw_zR4hrlFQRWHXQnlMm4B4,,30,60,Longview,"Longview Heights Pl, Longview, WA 98632",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
BATCH-R3-0530,AFY_BATCH_PRODUCTION_20260821_R3,2610,'55035,Wisconsin,Eau Claire,109033,Benson Electrical LLC,ChIJ1QEoMoC8-IcRhoHE2ZbEpFk,,30,60,Altoona,"2437 Spooner Ave, Altoona, WI 54720",OPERATIONAL,TEXT_SEARCH_PRO_IDENTITY,
